Age,Years Work Experience,Income,ZIP Code,Family Size,Monthly Credit Card Spending,Education Level,Value of Mortgage,Personal Loan
31,5,11000,94534,1,400,Graduate,76000,No
57,32,21000,94720,1,300,Advanced/Professional,117000,No
25,-1,109000,94010,4,2300,Advanced/Professional,314000,No
30,6,141000,95014,2,4330,Undergrad,0,No
40,14,81000,94709,3,100,Undergrad,0,No
63,38,54000,94704,3,2400,Undergrad,90000,No
35,10,164000,91614,2,7800,Undergrad,0,No
43,19,28000,94303,4,300,Undergrad,87000,No
27,2,68000,94025,3,2600,Advanced/Professional,203000,No
44,14,44000,94132,3,2000,Advanced/Professional,180000,No
49,23,61000,94117,1,1400,Advanced/Professional,0,No
61,36,35000,94110,3,1300,Graduate,0,No
60,34,54000,94301,3,300,Graduate,0,No
59,34,14000,93118,1,100,Undergrad,0,No
28,3,52000,90024,4,2200,Undergrad,230000,No
52,28,101000,91330,2,300,Undergrad,0,No
28,2,149000,94720,2,7200,Undergrad,0,No
34,8,35000,92037,4,800,Undergrad,137000,No
60,34,21000,93105,3,300,Advanced/Professional,129000,No
39,15,118000,95039,2,1900,Undergrad,0,No
30,5,38000,95064,4,2000,Graduate,0,No
49,25,24000,95818,4,200,Undergrad,138000,No
43,18,59000,93943,1,3700,Advanced/Professional,0,No
63,33,41000,94234,4,1670,Advanced/Professional,0,No
28,3,85000,94035,1,800,Graduate,0,No
51,27,12000,94608,4,1000,Undergrad,0,No
33,7,32000,94904,1,600,Advanced/Professional,152000,No
55,29,79000,90210,3,800,Undergrad,0,No
53,28,175000,95060,3,3600,Advanced/Professional,0,Yes
34,8,28000,95112,3,900,Undergrad,0,No
34,9,41000,92101,2,100,Undergrad,161000,No
40,14,70000,95136,3,2100,Undergrad,185000,No
49,25,161000,94928,3,6500,Graduate,485000,Yes
35,9,53000,94143,4,2200,Graduate,0,No
39,15,128000,92333,1,3400,Undergrad,0,No
55,28,50000,95020,3,1000,Graduate,0,No
29,5,80000,94709,2,2000,Graduate,0,No
54,30,93000,91107,1,2700,Graduate,0,No
25,-1,48000,92870,3,300,Advanced/Professional,0,No
52,28,149000,94043,2,6800,Undergrad,0,No
46,19,49000,92124,3,2500,Graduate,0,No
57,33,88000,93524,1,2700,Graduate,0,No
52,22,22000,90049,4,400,Advanced/Professional,0,No
28,3,55000,94521,4,2200,Undergrad,0,No
44,18,72000,95678,1,700,Advanced/Professional,155000,No
24,-1,38000,95045,2,1700,Graduate,0,No
40,16,114000,91604,1,3400,Undergrad,300000,No
34,4,83000,92653,4,4000,Advanced/Professional,0,No
39,14,101000,94305,2,400,Undergrad,0,No
50,24,94000,93305,1,4900,Undergrad,272000,No
41,17,40000,93117,2,2500,Undergrad,0,No
31,7,128000,92821,1,6000,Undergrad,0,No
29,3,39000,94612,4,2100,Advanced/Professional,0,No
30,5,51000,92037,1,1000,Undergrad,0,No
44,20,79000,95051,4,2000,Advanced/Professional,0,No
33,7,48000,90025,4,2200,Graduate,0,No
50,26,85000,94143,1,0,Undergrad,144000,No
42,18,41000,92121,1,1800,Undergrad,94000,No
48,22,152000,94022,1,3500,Advanced/Professional,0,Yes
24,-2,125000,92835,2,7200,Undergrad,0,No
56,31,11000,92374,2,200,Advanced/Professional,90000,No
28,4,103000,94720,2,2500,Undergrad,0,No
56,30,141000,94143,2,500,Undergrad,0,No
58,32,38000,91320,1,1400,Undergrad,0,No
29,5,135000,95035,2,600,Undergrad,0,No
63,38,28000,94720,2,500,Graduate,89000,No
28,3,70000,90245,4,2200,Undergrad,240000,No
57,31,41000,91330,1,200,Undergrad,0,No
34,8,81000,91741,3,900,Graduate,208000,No
28,3,170000,95014,1,100,Advanced/Professional,0,Yes
27,2,55000,91910,4,1700,Graduate,0,No
37,11,24000,91770,4,1500,Advanced/Professional,0,No
52,28,81000,94132,3,1800,Graduate,275000,No
49,23,32000,94701,4,1800,Undergrad,83000,No
65,40,129000,90095,1,1300,Undergrad,0,No
60,35,108000,94904,1,900,Undergrad,0,No
37,12,180000,90034,1,8600,Undergrad,0,No
63,37,139000,93943,2,6900,Undergrad,0,No
40,14,33000,94025,2,1400,Advanced/Professional,0,No
46,20,74000,94024,4,2600,Advanced/Professional,0,No
63,37,42000,91320,2,700,Advanced/Professional,115000,No
57,27,73000,93106,1,3000,Advanced/Professional,0,No
33,8,115000,91129,4,2900,Graduate,0,Yes
41,17,114000,91125,2,1800,Graduate,0,No
41,17,92000,93555,2,1900,Undergrad,131000,No
44,19,34000,95616,1,300,Advanced/Professional,78000,No
33,6,54000,92821,2,1670,Graduate,122000,No
52,28,64000,95605,2,1000,Advanced/Professional,211000,No
30,6,42000,94305,1,200,Advanced/Professional,100000,No
45,19,70000,92677,3,2100,Undergrad,0,No
49,24,51000,90071,1,1300,Graduate,0,No
45,19,71000,91711,4,2900,Undergrad,218000,No
32,7,35000,96651,3,1300,Undergrad,108000,No
45,18,40000,94960,3,1000,Graduate,0,No
57,32,165000,94720,4,2700,Advanced/Professional,0,Yes
61,31,18000,94583,1,1500,Advanced/Professional,0,No
57,31,32000,90034,3,1400,Undergrad,0,No
60,35,35000,90509,3,200,Undergrad,169000,No
40,16,120000,92037,2,6100,Undergrad,196000,No
53,28,31000,90245,4,100,Advanced/Professional,0,No
42,16,35000,92054,3,1500,Undergrad,0,No
62,36,32000,92646,2,200,Advanced/Professional,0,No
43,18,85000,94960,1,3700,Advanced/Professional,327000,No
35,10,139000,95060,2,7800,Undergrad,0,No
50,24,103000,94132,1,300,Undergrad,0,No
45,21,152000,91902,2,1400,Undergrad,0,No
52,27,33000,92121,2,2000,Graduate,0,No
35,9,84000,95120,4,2200,Graduate,322000,No
58,33,61000,90033,4,1700,Undergrad,0,No
62,38,64000,95064,4,2200,Undergrad,123000,No
50,25,34000,95621,1,1300,Graduate,0,No
25,-1,82000,92677,4,2100,Advanced/Professional,0,No
47,22,122000,90037,1,5100,Advanced/Professional,163000,Yes
28,4,58000,92121,3,1500,Undergrad,131000,No
34,9,92000,90005,1,2800,Undergrad,0,No
49,23,78000,92691,2,2400,Graduate,205000,No
54,29,129000,93940,4,4200,Advanced/Professional,0,Yes
50,25,13000,91109,2,700,Advanced/Professional,0,No
37,11,81000,94539,1,2800,Advanced/Professional,145000,No
38,8,23000,95207,1,670,Advanced/Professional,0,No
52,26,35000,91711,3,900,Advanced/Professional,0,No
63,39,79000,93009,4,1700,Graduate,0,No
39,14,165000,92126,2,3300,Undergrad,0,No
63,38,52000,94720,2,2800,Undergrad,0,No
65,41,185000,93561,3,2000,Graduate,0,Yes
46,20,49000,90503,3,2200,Graduate,0,No
54,30,64000,95126,1,1800,Advanced/Professional,227000,No
54,24,61000,92866,4,2000,Advanced/Professional,0,No
52,26,112000,92120,1,2400,Undergrad,0,No
63,39,72000,93106,3,2000,Advanced/Professional,190000,No
66,41,18000,94010,3,500,Undergrad,0,No
56,29,41000,94109,4,2500,Graduate,0,No
23,-1,61000,92374,4,2600,Undergrad,239000,No
65,41,105000,92612,1,3000,Graduate,282000,Yes
51,27,23000,96651,1,200,Undergrad,0,No
34,10,22000,95670,1,500,Advanced/Professional,85000,No
49,23,59000,95827,3,2100,Undergrad,0,No
29,2,33000,91711,1,2000,Graduate,160000,No
47,23,11000,94063,1,900,Advanced/Professional,103000,No
46,21,204000,92780,2,2800,Undergrad,0,No
52,27,61000,92101,4,1800,Advanced/Professional,207000,No
55,31,103000,92093,3,1800,Graduate,364000,No
61,36,51000,94706,3,1500,Undergrad,0,No
34,9,164000,94720,1,6000,Advanced/Professional,0,Yes
58,34,12000,90504,1,100,Graduate,0,No
40,16,82000,91311,1,3600,Graduate,0,No
43,17,164000,90266,1,2400,Undergrad,449000,No
35,8,48000,93107,2,1670,Graduate,0,No
24,-1,38000,92612,4,600,Graduate,0,No
48,22,65000,92120,2,1500,Graduate,0,No
44,20,71000,94304,4,1900,Undergrad,207000,No
54,30,18000,94591,1,300,Undergrad,0,No
59,34,52000,94115,2,1600,Advanced/Professional,75000,No
45,18,48000,90025,3,2500,Graduate,113000,No
26,2,30000,94720,1,1000,Advanced/Professional,111000,No
40,15,40000,92096,2,2200,Advanced/Professional,107000,No
32,7,112000,90740,1,3800,Undergrad,81000,No
29,4,115000,92717,1,1900,Undergrad,0,No
51,27,63000,92251,2,1000,Advanced/Professional,82000,No
42,17,85000,92648,1,3700,Advanced/Professional,0,No
64,38,59000,92028,1,2500,Advanced/Professional,220000,No
44,20,68000,95060,1,800,Advanced/Professional,91000,No
37,11,84000,90089,2,1800,Undergrad,0,No
44,19,62000,93106,3,800,Advanced/Professional,0,No
35,9,109000,92709,3,4000,Undergrad,0,Yes
41,17,141000,94022,2,7600,Undergrad,92000,No
56,32,129000,94065,1,7400,Undergrad,0,No
62,36,30000,94720,3,700,Graduate,0,No
58,34,148000,95819,1,4700,Undergrad,0,No
47,20,25000,95064,3,670,Graduate,0,No
35,10,21000,92182,3,1300,Undergrad,115000,No
29,4,72000,95841,4,2200,Undergrad,0,No
43,17,59000,94085,3,900,Advanced/Professional,87000,No
62,37,83000,91754,3,1800,Graduate,187000,No
41,16,10000,94123,2,300,Graduate,0,No
34,9,84000,92009,3,600,Graduate,0,No
50,23,98000,92068,3,2000,Graduate,0,No
47,23,32000,92130,1,1000,Undergrad,0,No
29,5,31000,96064,4,400,Graduate,161000,No
59,34,94000,93940,3,500,Undergrad,0,No
56,31,21000,90024,2,200,Advanced/Professional,137000,No
61,35,110000,92521,3,4400,Undergrad,0,No
58,32,38000,94025,1,2200,Advanced/Professional,0,No
49,24,39000,92717,1,1400,Advanced/Professional,0,No
45,21,132000,91103,3,1200,Graduate,0,Yes
50,24,61000,94301,4,2600,Undergrad,0,No
64,38,92000,94086,1,2000,Undergrad,0,No
39,15,119000,92037,2,6100,Undergrad,0,No
58,33,53000,91030,4,2100,Undergrad,0,No
62,37,18000,92037,3,1300,Graduate,0,No
45,20,114000,94720,2,4400,Graduate,0,Yes
58,28,90000,93106,1,3000,Advanced/Professional,0,No
43,18,140000,95616,1,7000,Undergrad,205000,No
28,3,90000,90066,2,3300,Undergrad,0,No
26,1,85000,90064,1,1900,Undergrad,0,No
49,24,80000,92009,1,1200,Undergrad,0,No
66,42,53000,92182,2,1100,Undergrad,0,No
33,7,49000,95403,4,2200,Graduate,0,No
61,35,152000,91016,3,3300,Advanced/Professional,0,Yes
64,37,138000,94709,2,2800,Graduate,0,Yes
36,10,80000,94596,4,2200,Graduate,0,No
49,23,82000,91902,2,2400,Graduate,0,No
52,27,195000,90266,1,8100,Undergrad,0,No
61,37,22000,94590,1,1200,Advanced/Professional,0,No
32,6,81000,92626,1,2500,Undergrad,0,No
61,37,40000,94539,4,2200,Undergrad,0,No
45,20,154000,94720,2,2800,Undergrad,0,No
30,4,49000,93955,3,1100,Graduate,0,No
62,37,85000,95051,4,3400,Graduate,0,No
57,32,21000,94112,3,100,Graduate,0,No
41,17,14000,91330,1,1000,Undergrad,0,No
58,34,60000,92008,4,1600,Graduate,0,No
29,5,138000,93106,2,4330,Undergrad,0,No
53,28,98000,90210,1,1300,Advanced/Professional,355000,No
64,39,22000,90071,4,600,Graduate,0,No
49,23,49000,94720,1,1200,Graduate,0,No
38,14,102000,95020,2,1900,Undergrad,0,No
56,30,45000,91103,4,700,Graduate,0,No
56,31,82000,95348,4,1300,Advanced/Professional,0,No
52,28,81000,91745,3,1800,Graduate,0,No
64,39,35000,90266,1,1500,Graduate,0,No
53,28,59000,91950,2,1900,Graduate,0,No
29,3,52000,92122,3,1100,Graduate,0,No
48,24,84000,92152,3,700,Undergrad,166000,No
32,6,85000,90504,1,2700,Graduate,100000,No
54,28,65000,94122,1,200,Undergrad,0,No
37,13,89000,95051,2,1700,Graduate,314000,No
47,21,109000,95822,4,1800,Undergrad,0,Yes
37,12,81000,94538,1,2800,Undergrad,0,No
64,39,38000,92024,1,1100,Advanced/Professional,108000,No
43,19,72000,90024,2,1700,Undergrad,0,No
33,6,78000,90250,4,2000,Graduate,119000,No
26,2,172000,94551,2,6900,Graduate,0,Yes
42,18,71000,91614,3,2330,Undergrad,106000,No
54,28,165000,92093,1,4100,Advanced/Professional,0,Yes
41,16,120000,92612,2,3900,Undergrad,0,No
55,29,39000,92154,1,200,Undergrad,0,No
65,39,23000,92835,3,700,Graduate,0,No
50,26,135000,92121,2,4600,Advanced/Professional,91000,Yes
55,31,12000,95060,2,200,Undergrad,76000,No
62,36,92000,94801,2,700,Graduate,0,No
53,28,192000,94304,2,6400,Advanced/Professional,0,Yes
32,7,42000,92634,4,800,Undergrad,0,No
56,32,158000,94588,3,3700,Advanced/Professional,0,Yes
54,30,194000,92056,3,6000,Advanced/Professional,587000,Yes
44,20,160000,94606,2,7600,Undergrad,0,No
48,22,98000,94115,2,6300,Undergrad,0,No
46,22,164000,94122,2,7600,Undergrad,0,No
45,21,42000,94305,2,2500,Undergrad,0,No
45,15,202000,91380,3,10000,Advanced/Professional,0,Yes
58,34,10000,92521,4,700,Undergrad,0,No
29,3,31000,92126,4,300,Graduate,0,No
55,30,58000,92028,4,900,Undergrad,0,No
55,29,65000,94501,4,2800,Graduate,0,No
41,16,98000,93117,1,4000,Advanced/Professional,0,No
24,-2,150000,94720,2,2000,Undergrad,0,No
54,29,44000,91301,2,2300,Advanced/Professional,0,No
57,32,15000,92806,2,200,Advanced/Professional,0,No
30,6,82000,93657,2,2500,Undergrad,0,No
42,17,61000,94998,3,500,Advanced/Professional,0,No
29,2,38000,93063,1,2000,Graduate,0,No
29,3,39000,95051,4,2100,Advanced/Professional,0,No
31,7,173000,91040,1,6000,Undergrad,0,No
47,23,8000,92612,4,200,Undergrad,0,No
36,12,51000,92521,3,2000,Undergrad,214000,No
52,27,62000,92661,4,1800,Advanced/Professional,82000,No
54,28,34000,94061,4,700,Graduate,0,No
55,29,132000,95758,3,5900,Graduate,307000,Yes
53,27,44000,94542,4,1500,Advanced/Professional,0,No
52,27,162000,92096,1,8100,Undergrad,0,No
64,39,64000,92068,3,2200,Undergrad,0,No
54,29,111000,94304,1,100,Advanced/Professional,0,No
32,6,41000,92182,2,2000,Advanced/Professional,0,No
63,33,52000,94720,4,1670,Advanced/Professional,0,No
36,10,65000,90089,4,2200,Graduate,0,No
50,25,130000,94720,1,1100,Graduate,0,Yes
33,8,45000,93943,2,100,Undergrad,0,No
62,38,35000,94596,1,1900,Graduate,118000,No
49,23,65000,94035,3,700,Graduate,263000,No
41,15,38000,90291,2,700,Undergrad,91000,No
51,27,42000,95039,4,1100,Graduate,0,No
56,30,45000,90024,4,1500,Advanced/Professional,0,No
51,25,145000,90740,1,300,Undergrad,0,No
39,13,33000,92093,4,1500,Advanced/Professional,0,No
61,35,60000,96091,3,1400,Advanced/Professional,0,No
35,9,45000,90509,1,2000,Undergrad,0,No
39,15,72000,94801,4,2400,Undergrad,0,No
37,11,34000,95616,3,200,Graduate,0,No
48,21,23000,93555,3,670,Graduate,0,No
63,37,45000,94542,2,1000,Advanced/Professional,88000,No
35,9,28000,94542,4,1000,Undergrad,75000,No
55,30,81000,90254,4,3800,Graduate,0,No
29,5,72000,92407,3,700,Graduate,81000,No
61,31,49000,94066,4,1670,Advanced/Professional,0,No
36,10,31000,90630,4,1200,Graduate,0,No
61,35,63000,94939,3,2200,Advanced/Professional,0,No
36,12,150000,95138,4,5400,Undergrad,0,Yes
58,33,142000,92691,2,3900,Undergrad,193000,No
42,17,74000,92123,3,3000,Undergrad,0,No
30,4,24000,92096,1,400,Graduate,81000,No
45,20,29000,92507,4,1900,Advanced/Professional,0,No
39,15,79000,92646,4,2400,Undergrad,0,No
27,3,94000,92373,2,200,Undergrad,310000,No
57,33,121000,94542,1,4300,Undergrad,0,No
34,10,54000,92101,3,2000,Undergrad,0,No
64,39,73000,94720,3,2400,Undergrad,0,No
47,23,71000,95762,1,800,Advanced/Professional,127000,No
44,17,29000,94706,3,1000,Graduate,0,No
51,27,93000,92154,1,2700,Undergrad,0,No
40,14,73000,94539,1,1500,Advanced/Professional,252000,No
57,32,19000,94720,4,900,Graduate,0,No
33,8,58000,94305,2,100,Undergrad,0,No
46,20,39000,95054,1,200,Undergrad,0,No
41,16,23000,94521,2,1400,Graduate,0,No
33,7,29000,92064,1,600,Advanced/Professional,127000,No
27,2,155000,95138,1,800,Undergrad,0,No
52,28,90000,95814,1,2600,Graduate,0,No
59,33,113000,92152,2,2000,Undergrad,77000,No
62,38,42000,94025,1,1800,Advanced/Professional,0,No
49,25,30000,95616,4,200,Undergrad,0,No
45,19,19000,94720,3,500,Graduate,0,No
63,37,124000,92182,3,5000,Graduate,170000,Yes
57,31,30000,95841,2,700,Graduate,145000,No
60,30,28000,92354,1,1500,Advanced/Professional,124000,No
50,23,15000,94025,2,1000,Graduate,101000,No
54,30,70000,90095,1,1600,Advanced/Professional,265000,No
28,2,10000,94080,1,100,Graduate,0,No
60,34,22000,92037,3,300,Advanced/Professional,139000,No
44,20,70000,94611,4,1900,Undergrad,0,No
61,35,61000,94708,1,1600,Undergrad,0,No
40,15,161000,94596,2,3300,Undergrad,0,No
54,30,29000,93014,2,800,Undergrad,0,No
43,19,35000,92106,3,500,Undergrad,0,No
54,28,48000,96091,4,2800,Graduate,0,No
32,7,44000,90095,4,800,Undergrad,0,No
24,0,88000,90740,3,800,Undergrad,134000,No
30,4,40000,92056,4,2100,Advanced/Professional,0,No
61,36,21000,95616,4,400,Graduate,123000,No
40,14,58000,94025,2,2800,Undergrad,0,No
35,11,59000,95123,4,100,Graduate,0,No
33,3,74000,95616,4,4000,Advanced/Professional,0,No
63,37,84000,91768,4,1900,Graduate,0,No
57,31,58000,91604,1,200,Undergrad,177000,No
44,19,154000,92116,2,8800,Undergrad,0,No
51,25,185000,94117,1,1700,Undergrad,0,No
51,26,78000,92703,1,1200,Undergrad,305000,No
38,13,55000,91709,2,1100,Graduate,0,No
31,5,30000,94304,4,300,Graduate,0,No
54,29,74000,93907,3,2000,Graduate,0,No
41,16,118000,94720,2,3300,Undergrad,0,No
57,33,182000,94114,2,3300,Advanced/Professional,372000,Yes
24,-2,82000,91103,2,1600,Advanced/Professional,0,No
55,29,29000,92780,4,1500,Advanced/Professional,79000,No
32,6,120000,94102,4,5400,Undergrad,301000,Yes
38,12,53000,95616,2,2400,Graduate,0,No
58,32,43000,93943,3,1400,Undergrad,0,No
29,4,59000,95064,4,2200,Undergrad,232000,No
43,17,84000,94608,4,2600,Advanced/Professional,289000,No
50,24,161000,95133,3,3400,Undergrad,212000,Yes
62,37,21000,92691,4,400,Graduate,137000,No
57,32,63000,94111,4,700,Undergrad,0,No
30,3,172000,91302,3,3400,Graduate,0,Yes
30,4,51000,94709,4,200,Undergrad,172000,No
57,33,24000,95616,4,700,Undergrad,0,No
57,33,95000,95054,2,1600,Undergrad,0,No
43,18,59000,90048,1,2400,Undergrad,250000,No
28,2,51000,90503,4,1800,Graduate,0,No
46,22,28000,94720,1,1000,Undergrad,84000,No
29,3,154000,94720,2,2000,Undergrad,130000,No
64,40,15000,91711,2,300,Advanced/Professional,115000,No
66,36,55000,93023,4,1670,Advanced/Professional,0,No
23,-1,149000,91709,1,6330,Undergrad,305000,No
60,36,79000,92120,1,1800,Advanced/Professional,0,No
47,21,68000,94538,4,2600,Advanced/Professional,0,No
35,10,78000,94105,1,2600,Graduate,0,No
57,32,34000,92507,2,2000,Graduate,0,No
65,41,195000,91711,3,400,Undergrad,0,Yes
53,28,184000,94550,1,8100,Undergrad,303000,No
44,20,85000,92192,2,3200,Undergrad,0,No
45,20,200000,90405,2,8800,Undergrad,0,No
41,16,64000,92325,3,500,Advanced/Professional,0,No
51,27,88000,91116,1,2600,Graduate,0,No
27,1,42000,94501,3,2400,Graduate,0,No
31,5,91000,92096,3,1600,Undergrad,126000,No
32,6,38000,92868,1,300,Undergrad,0,No
55,30,28000,95123,1,1500,Graduate,0,No
55,30,32000,91330,4,100,Advanced/Professional,0,No
42,18,31000,94720,1,300,Advanced/Professional,0,No
33,9,22000,93940,4,400,Graduate,103000,No
65,40,95000,95014,3,3700,Graduate,138000,Yes
35,10,74000,90638,4,1300,Undergrad,0,No
55,30,22000,92121,1,1500,Graduate,91000,No
28,4,43000,92103,3,100,Graduate,0,No
27,3,43000,91302,1,1000,Advanced/Professional,0,No
51,27,112000,94720,3,1800,Graduate,0,No
50,23,9000,92064,2,1000,Graduate,0,No
58,33,81000,91320,2,0,Advanced/Professional,0,No
46,20,131000,95929,1,5700,Undergrad,256000,No
62,32,19000,92109,1,1500,Advanced/Professional,0,No
38,13,62000,92093,3,700,Graduate,0,No
62,37,19000,95818,4,400,Graduate,124000,No
56,32,8000,93943,2,300,Undergrad,0,No
61,36,193000,94303,1,4700,Advanced/Professional,203000,Yes
38,13,129000,92093,4,4400,Undergrad,140000,Yes
55,29,30000,91320,4,700,Graduate,0,No
30,4,80000,94701,4,1800,Graduate,0,No
41,15,22000,90503,4,1500,Advanced/Professional,0,No
57,32,33000,91745,1,1500,Graduate,0,No
36,11,64000,91355,4,2100,Advanced/Professional,0,No
55,29,60000,94305,3,2200,Advanced/Professional,84000,No
30,4,81000,92037,1,2900,Advanced/Professional,259000,No
40,16,45000,94720,3,600,Graduate,204000,No
32,6,112000,95054,4,1800,Graduate,0,No
59,34,83000,94105,2,3400,Advanced/Professional,0,Yes
44,20,180000,93943,2,7600,Undergrad,524000,No
51,26,28000,92130,4,200,Graduate,0,No
37,12,169000,91107,2,5200,Advanced/Professional,249000,Yes
59,35,14000,90840,4,700,Undergrad,0,No
37,11,43000,90250,1,2000,Undergrad,0,No
56,32,88000,94309,2,300,Undergrad,0,No
55,29,78000,90747,4,2600,Advanced/Professional,0,No
49,24,68000,94143,1,200,Graduate,163000,No
46,22,144000,93611,2,3300,Undergrad,0,No
35,9,30000,94114,4,1000,Undergrad,163000,No
47,21,120000,95833,1,0,Undergrad,135000,No
39,14,24000,94305,2,300,Graduate,0,No
27,1,78000,92037,4,2300,Advanced/Professional,157000,No
62,36,135000,94301,2,5200,Graduate,0,Yes
57,32,44000,91605,2,1600,Advanced/Professional,0,No
55,30,73000,92675,4,3800,Graduate,0,No
55,31,90000,92868,1,2700,Graduate,0,No
41,15,58000,94704,3,500,Advanced/Professional,0,No
57,32,75000,94928,2,3700,Undergrad,236000,No
43,19,174000,92028,3,1700,Advanced/Professional,231000,Yes
40,16,50000,92093,2,1700,Undergrad,174000,No
43,18,85000,92703,1,4000,Advanced/Professional,287000,No
63,38,54000,90401,3,2200,Undergrad,0,No
63,38,83000,92122,2,3400,Undergrad,0,Yes
54,30,24000,94109,4,200,Undergrad,0,No
54,30,45000,95134,4,1100,Graduate,205000,No
52,26,68000,92068,1,800,Advanced/Professional,0,No
50,26,48000,94720,4,100,Advanced/Professional,0,No
38,13,114000,92697,1,1000,Advanced/Professional,0,No
36,12,142000,90064,3,2300,Graduate,0,Yes
58,33,52000,94402,3,500,Graduate,0,No
46,22,142000,92220,2,3300,Undergrad,0,No
50,25,15000,92173,1,400,Advanced/Professional,0,No
46,22,118000,92120,1,4700,Undergrad,159000,No
53,27,101000,90245,4,4900,Undergrad,0,No
62,36,84000,94609,2,2800,Undergrad,0,No
63,39,32000,94998,1,1900,Graduate,100000,No
42,16,64000,94607,3,500,Advanced/Professional,247000,No
